Store,Product,2024-04-15,2024-04-22,2024-04-29,2024-05-06,2024-05-13,2024-05-20,2024-05-27,2024-06-03
62,136,2,2,2,2,2,2,2,2
62,141,1,1,1,1,1,1,1,1
62,143,1,1,1,1,1,1,1,1
62,146,1,1,1,1,1,1,1,1
62,147,1,1,1,1,1,1,1,1
62,148,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,151,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,153,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
62,154,2,2,2,2,2,2,2,2
62,155,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,156,2,2,2,2,2,2,2,2
62,159,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
62,160,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,161,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,162,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,163,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,164,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,165,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,166,0,0,0,0,0,0,0,0
62,169,1,1,1,1,1,1,1,1
62,170,1,1,1,1,1,1,1,1
62,171,1,1,1,1,1,1,1,1
62,172,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,175,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,176,1,1,1,1,1,1,1,1
62,177,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,178,1,1,1,1,1,1,1,1
62,190,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,191,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,192,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,198,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,199,2,2,2,2,2,2,2,2
62,202,1,1,1,1,1,1,1,1
62,203,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,204,1,1,1,1,1,1,1,1
62,205,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,206,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,209,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,210,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,213,1,1,1,1,1,1,1,1
62,214,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
62,216,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,217,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,218,2,2,2,2,2,2,2,2
62,224,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,225,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,226,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
62,233,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,238,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,239,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,246,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,248,1,1,1,1,1,1,1,1
62,254,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,262,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,268,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,271,0,0,0,0,0,0,0,0
62,276,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,278,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,279,1,1,1,1,1,1,1,1
62,281,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,282,1,1,1,1,1,1,1,1
62,283,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,284,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,287,1,1,1,1,1,1,1,1
62,288,1,1,1,1,1,1,1,1
62,289,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,291,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,294,1,1,1,1,1,1,1,1
62,296,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,2,1,1,1,1,1,1,1,1
63,19,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,23,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5
63,27,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,30,1,1,1,1,1,1,1,1
63,47,8,8,8,8,8,8,8,8
63,48,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75
63,49,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
63,53,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,54,6,6,6,6,6,6,6,6
63,56,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
63,63,2,2,2,2,2,2,2,2
63,73,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,83,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
63,87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,88,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,92,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,99,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
63,100,0,0,0,0,0,0,0,0
63,107,1,1,1,1,1,1,1,1
63,111,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
63,113,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,119,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,124,80.25,80.25,80.25,80.25,80.25,80.25,80.25,80.25
63,126,8,8,8,8,8,8,8,8
63,128,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,135,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
63,136,2,2,2,2,2,2,2,2
63,138,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,154,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,160,0,0,0,0,0,0,0,0
63,168,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
63,169,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,178,1,1,1,1,1,1,1,1
63,186,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75
63,188,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,189,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
63,200,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,207,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
63,213,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,214,1,1,1,1,1,1,1,1
63,218,1,1,1,1,1,1,1,1
63,227,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
63,228,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
63,234,0,0,0,0,0,0,0,0
63,237,1,1,1,1,1,1,1,1
63,239,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,240,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
63,268,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,278,1,1,1,1,1,1,1,1
63,279,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,284,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
63,290,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
64,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
64,16,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
64,17,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75
64,20,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
64,21,1,1,1,1,1,1,1,1
64,23,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5
64,55,1,1,1,1,1,1,1,1
64,63,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
64,103,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
64,150,1,1,1,1,1,1,1,1
64,193,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
64,238,1,1,1,1,1,1,1,1
65,126,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
66,124,7,7,7,7,7,7,7,7
66,126,2,2,2,2,2,2,2,2
