Store,Product,2024-04-15,2024-04-22,2024-04-29,2024-05-06,2024-05-13,2024-05-20,2024-05-27,2024-06-03
61,271,0.961,2.118,2.731,2.495,0.092,1.899,1.562,1.085
60,272,0.11,0.632,0.51,0.682,0.61,0.546,0.57,0.544
60,280,0.413,1.072,0.376,0.554,1.221,1.215,1.612,0.54
61,287,1.346,0.108,1.013,0.954,1.664,0.475,1.428,0.177
61,288,0.767,0.627,0.55,0.99,0.279,1.163,0.737,0.767
60,289,0.5,0.634,0.875,1.18,1.491,1.742,1.882,1.883
62,289,0.392,0.497,0.685,0.925,1.168,1.365,1.475,1.475
61,291,1.175,0.323,0.694,0.725,0.657,1.833,0.358,0.186
60,3,0.5,1.371,1.364,1.756,1.153,1.139,1.739,0.97
60,33,1.567,0.257,1.269,1.259,0.251,1.073,0.897,1.31
61,37,0.691,0.526,0.817,2.689,0.602,0.418,0.619,1.393
60,39,0.323,0.718,0.846,0.885,0.712,0.877,0.86,0.675
60,4,0.622,1.495,0.93,1.037,1.538,1.906,1.282,0.785
64,4,0.443,1.064,0.662,0.738,1.095,1.357,0.913,0.559
62,40,0.494,0.174,2.303,3.148,0.669,0.606,0.752,1.055
61,42,1.791,4.261,2.869,2.167,1.439,1.828,1.564,1.104
60,45,1.075,4.43,2.365,1.731,1.974,0.923,1.431,0.562
9,49,0.418,0.823,1.103,0.751,0.366,0.548,0.82,0.508
63,49,0.934,1.838,2.464,1.676,0.817,1.224,1.831,1.135
61,49,1.032,2.03,2.722,1.852,0.902,1.352,2.022,1.253
61,50,1.2,1.105,1.551,1.207,0.937,2.058,1.034,1.545
60,51,2.322,1.195,0.957,1.55,0.723,0.487,0.829,1.947
61,52,1.105,0.503,0.471,0.676,0.707,0.039,0.409,0.773
61,53,0.687,0.526,0.387,1.27,0.72,0.232,0.444,0.526
60,56,0.913,1.01,1.763,0.975,1.054,1.276,1.656,1.051
60,61,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827
62,61,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849
60,65,0.281,0.57,1.685,1.276,0.551,0.832,0.422,1.059
60,67,0.809,0.266,0.51,0.251,0.939,0.69,1.079,1.196
60,7,0.214,0.887,1.374,1.404,0.593,1.268,1.015,0.562
61,70,0.822,1.422,1.147,1.248,0.691,0.413,1.249,0.621
61,73,0.57,1.735,0.643,0.752,0.285,0.651,1.168,0.425
61,83,0.557,1.011,2.321,0.543,0.801,1.633,0.472,1.661
61,91,0.639,2.219,1.492,2.602,0.769,1.029,1.024,1.483
60,91,0.413,1.434,0.964,1.681,0.497,0.665,0.662,0.958
62,100,0.963,2.19,1.528,2.025,0.673,1.49,1.929,1.669
61,100,0.994,2.262,1.578,2.091,0.695,1.539,1.992,1.723
60,100,0.757,1.724,1.202,1.593,0.529,1.173,1.518,1.313
64,103,3.547,3.234,3.281,6.559,3.579,3.882,4.588,6.029
34,103,0.618,0.564,0.572,1.144,0.624,0.677,0.8,1.051
28,103,1.699,1.549,1.572,3.142,1.714,1.859,2.197,2.888
19,103,1.763,1.607,1.631,3.26,1.779,1.929,2.28,2.996
13,103,1.031,0.94,0.954,1.906,1.04,1.128,1.333,1.752
55,103,1.116,1.018,1.032,2.064,1.126,1.221,1.443,1.897
54,103,0.917,0.836,0.848,1.696,0.925,1.004,1.186,1.559
49,103,1.173,1.069,1.085,2.169,1.183,1.284,1.517,1.994
45,103,1.45,1.322,1.342,2.682,1.463,1.587,1.876,2.465
44,103,1.521,1.387,1.407,2.813,1.535,1.665,1.967,2.586
42,103,0.512,0.467,0.473,0.946,0.516,0.56,0.662,0.87
41,103,1.173,1.069,1.085,2.169,1.183,1.284,1.517,1.994
40,103,0.86,0.784,0.796,1.591,0.868,0.941,1.112,1.462
61,109,7.097,16.652,23.234,17.064,9.023,8.067,8.302,9.91
60,114,1.116,1.116,1.116,1.116,1.116,1.116,1.116,1.116
62,114,0.963,0.963,0.963,0.963,0.963,0.963,0.963,0.963
51,124,5.755,8.133,10.404,9.762,5.767,5.664,6.221,5.539
18,124,10.168,14.369,18.381,17.247,10.189,10.006,10.99,9.786
14,124,8.86,12.519,16.015,15.027,8.878,8.718,9.576,8.526
12,124,4.044,5.714,7.31,6.859,4.052,3.979,4.371,3.892
1,124,5,7.066,9.039,8.481,5.011,4.921,5.404,4.812
47,124,4.245,5.999,7.674,7.201,4.254,4.178,4.588,4.086
4,124,8.658,12.235,15.651,14.686,8.676,8.52,9.358,8.333
36,124,7.198,10.172,13.013,12.21,7.213,7.084,7.78,6.928
32,124,5.789,8.18,10.465,9.819,5.801,5.697,6.257,5.571
27,124,7.182,10.148,12.982,12.181,7.196,7.067,7.762,6.912
25,124,4.379,6.189,7.917,7.428,4.388,4.31,4.733,4.215
23,124,7.366,10.409,13.316,12.494,7.381,7.249,7.962,7.089
21,124,11.209,15.839,20.262,19.012,11.232,11.03,12.115,10.787
2,124,6.662,9.413,12.042,11.299,6.675,6.555,7.2,6.411
66,124,5.974,8.441,10.798,10.132,5.986,5.878,6.456,5.749
63,124,66.481,93.943,120.176,112.762,66.617,65.42,71.854,63.981
61,124,80.257,113.41,145.079,136.129,80.421,78.977,86.744,77.239
60,124,5.923,8.37,10.707,10.047,5.935,5.829,6.402,5.7
9,124,12.165,17.191,21.991,20.634,12.19,11.971,13.148,11.708
8,126,1.754,1.754,1.754,1.754,1.753,1.753,1.753,1.752
14,126,1.951,1.95,1.95,1.95,1.949,1.949,1.949,1.948
11,126,0.774,0.774,0.773,0.773,0.773,0.773,0.773,0.773
10,126,0.861,0.861,0.861,0.86,0.86,0.86,0.86,0.86
0,126,1.449,1.449,1.449,1.449,1.448,1.448,1.448,1.448
24,126,0.937,0.937,0.937,0.937,0.937,0.936,0.936,0.936
22,126,2.016,2.016,2.015,2.015,2.015,2.014,2.014,2.014
21,126,1.231,1.231,1.231,1.231,1.231,1.23,1.23,1.23
20,126,1.711,1.711,1.71,1.71,1.71,1.71,1.709,1.709
2,126,1.177,1.177,1.177,1.176,1.176,1.176,1.176,1.176
18,126,1.547,1.547,1.547,1.547,1.546,1.546,1.546,1.546
17,126,1.406,1.406,1.405,1.405,1.405,1.405,1.404,1.404
16,126,1.166,1.166,1.166,1.165,1.165,1.165,1.165,1.165
15,126,0.763,0.763,0.763,0.762,0.762,0.762,0.762,0.762
7,126,1.58,1.58,1.58,1.579,1.579,1.579,1.579,1.578
59,126,1.515,1.515,1.514,1.514,1.514,1.514,1.513,1.513
56,126,0.839,0.839,0.839,0.839,0.839,0.838,0.838,0.838
52,126,1.635,1.634,1.634,1.634,1.634,1.633,1.633,1.633
50,126,2.397,2.397,2.397,2.396,2.396,2.396,2.395,2.395
5,126,2.081,2.081,2.081,2.08,2.08,2.08,2.079,2.079
48,126,1.929,1.929,1.928,1.928,1.928,1.927,1.927,1.927
46,126,1.024,1.024,1.024,1.024,1.024,1.024,1.023,1.023
4,126,0.796,0.795,0.795,0.795,0.795,0.795,0.795,0.795
38,126,1.177,1.177,1.177,1.176,1.176,1.176,1.176,1.176
36,126,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.805
33,126,1.013,1.013,1.013,1.013,1.013,1.013,1.012,1.012
32,126,0.926,0.926,0.926,0.926,0.926,0.926,0.925,0.925
31,126,1.035,1.035,1.035,1.035,1.035,1.034,1.034,1.034
30,126,0.774,0.774,0.773,0.773,0.773,0.773,0.773,0.773
3,126,1.744,1.743,1.743,1.743,1.742,1.742,1.742,1.742
27,126,0.992,0.992,0.991,0.991,0.991,0.991,0.991,0.991
26,126,1.646,1.645,1.645,1.645,1.644,1.644,1.644,1.644
25,126,1.406,1.406,1.405,1.405,1.405,1.405,1.404,1.404
66,126,1.133,1.133,1.133,1.133,1.133,1.132,1.132,1.132
65,126,1.547,1.547,1.547,1.547,1.546,1.546,1.546,1.546
63,126,4.762,4.761,4.761,4.76,4.759,4.758,4.758,4.757
62,126,6.68,6.679,6.678,6.677,6.676,6.675,6.674,6.672
61,126,6.822,6.821,6.82,6.819,6.818,6.816,6.815,6.814
60,126,7.683,7.682,7.68,7.679,7.678,7.677,7.675,7.674
60,128,1.568,1.572,1.589,1.321,2.039,0.871,1.785,0.897
63,128,1.143,1.145,1.158,0.963,1.486,0.635,1.301,0.654
62,128,2.951,2.957,2.99,2.486,3.836,1.638,3.359,1.688
62,135,2.663,2.663,2.663,2.663,2.663,2.663,2.663,2.663
61,135,3.043,3.043,3.043,3.043,3.043,3.043,3.043,3.043
61,136,2.334,2.334,2.334,2.334,2.334,2.334,2.334,2.334
63,136,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904
61,141,0.953,0.692,2.776,8.138,0.763,2.15,1.855,0.567
61,150,4.027,2.833,3.649,5.07,2.646,2.642,1.862,1.467
60,154,1.506,1.892,3.247,3.537,1.5,1.135,2.315,2.074
63,154,0.591,0.743,1.275,1.388,0.589,0.446,0.909,0.814
62,154,1.872,2.351,4.036,4.397,1.865,1.411,2.877,2.578
53,17,6.982,6.982,6.982,6.982,6.982,6.982,6.982,6.982
34,17,6.703,6.703,6.703,6.703,6.703,6.703,6.703,6.703
29,17,7.138,7.138,7.138,7.138,7.138,7.138,7.138,7.138
28,17,17.707,17.707,17.707,17.707,17.707,17.707,17.707,17.707
19,17,14.869,14.869,14.869,14.869,14.869,14.869,14.869,14.869
49,17,7.922,7.922,7.922,7.922,7.922,7.922,7.922,7.922
45,17,14.103,14.103,14.103,14.103,14.103,14.103,14.103,14.103
44,17,12.884,12.884,12.884,12.884,12.884,12.884,12.884,12.884
43,17,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788
42,17,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803
41,17,8.409,8.409,8.409,8.409,8.409,8.409,8.409,8.409
40,17,8.322,8.322,8.322,8.322,8.322,8.322,8.322,8.322
39,17,5.345,5.345,5.345,5.345,5.345,5.345,5.345,5.345
35,17,9.837,9.837,9.837,9.837,9.837,9.837,9.837,9.837
64,17,41.681,41.681,41.681,41.681,41.681,41.681,41.681,41.681
58,17,6.529,6.529,6.529,6.529,6.529,6.529,6.529,6.529
57,17,5.902,5.902,5.902,5.902,5.902,5.902,5.902,5.902
61,178,2.195,2.048,2.376,2.318,1.078,2.343,1.618,1.166
63,178,1.654,1.542,1.79,1.746,0.812,1.765,1.219,0.879
60,2,0.271,0.792,1.05,1.821,0.679,0.526,0.532,0.427
63,2,0.367,1.07,1.419,2.46,0.918,0.711,0.719,0.578
62,2,0.682,1.989,2.64,4.576,1.707,1.323,1.338,1.074
60,210,0.937,1.606,1.969,2.833,1.49,1.56,1.321,1.103
62,210,1.185,2.032,2.491,3.584,1.885,1.973,1.671,1.395
60,214,2.337,1.615,1.557,4.532,2.366,2.811,2.25,2.06
63,214,1.054,0.728,0.702,2.043,1.067,1.267,1.014,0.928
62,214,3.506,2.422,2.336,6.798,3.549,4.217,3.375,3.089
61,218,1.869,2.996,3.24,2.005,1.538,1.346,1.411,1.851
63,218,0.447,0.716,0.774,0.479,0.367,0.322,0.337,0.442
60,226,1.561,3.657,2.471,3.785,1.334,3.684,2.807,1.951
62,226,2.423,5.676,3.835,5.874,2.07,5.718,4.357,3.028
62,23,43.405,66.266,59.6,53.36,55.451,55.397,52.669,44.814
61,23,71.578,109.277,98.283,87.993,91.443,91.353,86.854,73.902
60,23,43.39,66.243,59.579,53.341,55.432,55.378,52.651,44.799
64,23,25.2,38.473,34.602,30.979,32.194,32.162,30.578,26.018
61,27,0.729,3.001,10.398,4.365,1.446,3.499,2.869,1.143
60,276,0.657,0.631,0.389,0.469,0.83,0.627,1.376,0.341
62,276,0.689,0.661,0.408,0.492,0.87,0.657,1.443,0.358
60,278,0.797,1.714,1.657,1.688,1.904,1.001,2.151,2.236
63,278,0.413,0.888,0.858,0.875,0.987,0.519,1.114,1.158
62,278,0.615,1.321,1.277,1.302,1.469,0.772,1.658,1.724
60,279,0.763,0.832,1.15,0.966,0.713,1.041,1.384,0.985
63,279,0.66,0.72,0.995,0.836,0.617,0.901,1.198,0.853
62,279,0.968,1.056,1.46,1.226,0.906,1.321,1.756,1.25
60,281,1.059,1.573,1.64,1.941,2.083,1.043,1.547,2.586
62,281,0.662,0.983,1.025,1.213,1.302,0.652,0.967,1.616
60,282,0.901,0.933,0.896,0.536,0.837,1.052,1.717,0.626
62,282,0.901,0.933,0.896,0.536,0.837,1.052,1.717,0.626
61,284,0.197,0.179,0.162,0.145,0.128,0.11,0.093,0.076
63,284,0.169,0.154,0.139,0.124,0.109,0.095,0.08,0.065
60,29,1.735,0.59,0.732,0.469,1.041,0.274,0.721,0.662
62,29,1.097,0.373,0.463,0.297,0.658,0.173,0.456,0.419
61,296,0.023,0,0,0,0.02,0,0.254,0.369
60,296,0.022,0,0,0,0.02,0,0.248,0.359
60,30,0.242,1.49,1.51,2.128,0.667,1.671,1.823,1.392
63,30,0.305,1.876,1.9,2.678,0.839,2.104,2.295,1.751
63,47,6.658,11.603,17.231,16.177,9.173,9.031,12.583,8.626
62,47,8.926,15.554,23.098,21.686,12.297,12.106,16.868,11.563
61,47,24.909,43.405,64.46,60.519,34.316,33.785,47.074,32.269
60,48,7.937,13.229,19.646,18.894,9.352,9.131,12.357,8.742
63,48,6.115,10.192,15.136,14.557,7.205,7.035,9.52,6.735
62,48,8.4,14.001,20.793,19.997,9.898,9.664,13.078,9.252
63,54,2.804,8.728,10.813,7.815,4.243,4.1,4.596,3.124
60,55,1.057,1.858,0.753,0.798,1.073,4.563,2.284,1.008
61,63,1.572,2.652,1.902,1.939,1.133,1.067,1.068,1.285
64,63,0.842,1.42,1.018,1.038,0.607,0.571,0.572,0.688
63,63,1.3,2.193,1.572,1.604,0.937,0.882,0.883,1.063
62,64,1.062,5.276,4.197,1.682,1.267,1.659,2.927,2.246
61,64,0.984,4.886,3.886,1.557,1.173,1.536,2.71,2.079
60,8,1.361,0.914,1.355,2.002,1.571,1.153,1.713,1.15
62,8,1.661,1.116,1.653,2.444,1.918,1.407,2.09,1.404
61,80,1.557,3.597,2.764,4.954,1.573,1.68,3.942,1.519
60,87,1.146,1.105,2.016,2.216,1.594,1.343,1.857,1.4
63,87,0.467,0.45,0.821,0.902,0.649,0.547,0.756,0.57
62,87,1.684,1.624,2.962,3.256,2.342,1.973,2.729,2.056
60,88,1.49,2.357,4.326,4.718,4.665,3.294,2.553,2.342
63,88,0.478,0.757,1.389,1.515,1.498,1.058,0.82,0.752
62,88,1.642,2.597,4.769,5.201,5.141,3.63,2.814,2.582
60,89,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697
62,89,2.456,2.456,2.456,2.456,2.456,2.456,2.456,2.456
60,92,0.896,1.865,1.977,3.159,1.371,1.322,1.539,2.287
63,92,0.659,1.373,1.455,2.325,1.009,0.973,1.133,1.683
62,92,1.42,2.957,3.133,5.007,2.173,2.095,2.44,3.625
60,94,1.063,1.345,1.634,2.092,0.915,1.467,0.761,0.819
62,94,1.667,2.109,2.563,3.281,1.434,2.301,1.194,1.285
60,99,5.348,3.879,6.016,5.63,4.38,5.013,3.811,3.781
63,99,3.826,2.775,4.304,4.028,3.133,3.586,2.727,2.705
62,99,9.765,7.084,10.985,10.281,7.998,9.154,6.959,6.904
