Store,Product,15/04/2024,22/04/2024,29/04/2024,06/05/2024,13/05/2024,20/05/2024,27/05/2024,03/06/2024
61,231,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,232,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,233,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,234,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
61,238,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,239,0,0,0,0,0,0,0,0
61,241,1,1,1,1,1,1,1,1
61,242,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,244,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,245,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,246,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,247,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,248,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,249,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,251,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,252,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,253,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,254,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,255,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,257,1,1,1,1,1,1,1,1
61,258,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,259,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,260,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,261,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,262,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,263,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,264,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,265,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,266,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,267,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,268,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,269,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,271,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,272,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,273,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,274,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,276,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,277,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,278,2,2,2,2,2,2,2,2
61,279,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,280,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
61,281,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
61,282,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,284,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
61,285,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
61,286,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
61,287,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,288,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
61,289,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61,291,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,292,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,293,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
61,295,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
61,296,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,2,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,8,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
62,12,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,13,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,14,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,19,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,20,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,21,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
62,22,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,23,58.0720366,59.39946404,59.59621009,61.97568588,62.80317372,52.2545861,57.26154573,57.70146481
62,29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,37,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,40,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
62,47,7.785695185,8.156664907,10.99042015,9.754641458,9.650003634,7.550107478,7.665713725,8.876409284
62,48,7.377260253,7.966265441,10.65796618,9.480187884,9.407278782,7.015187715,7.057654939,8.021015373
62,50,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,52,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,61,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,63,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,64,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
62,70,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,72,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
62,74,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,77,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,80,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625
62,84,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
62,86,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,87,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,88,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,89,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
62,90,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,92,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,93,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
62,94,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,96,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,99,6.116096654,5.950974623,7.113125974,6.999404779,8.214060605,6.662273431,8.350725208,6.874086923
62,100,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,102,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
62,104,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
62,107,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
62,112,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
62,113,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,114,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,117,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,118,1,1,1,1,1,1,1,1
62,119,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,120,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,121,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,126,8.267226397,5.210906487,16.05595176,21.94876998,9.724849324,11.91317186,10.90561639,13.52128884
62,128,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
62,135,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
62,136,1.589168319,1.325652747,2.427479174,2.24831092,2.63806646,2.208355574,2.024280469,2.56768304
62,141,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,143,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
62,146,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,147,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,148,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,151,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
62,153,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,154,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
62,155,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,156,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
62,159,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,160,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,161,1,1,1,1,1,1,1,1
62,162,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,163,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,164,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
62,165,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,166,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,169,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
62,170,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,171,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
62,172,1,1,1,1,1,1,1,1
62,175,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,176,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
62,177,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,178,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
62,190,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,191,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,192,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,198,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,199,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
62,202,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,203,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,204,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
62,205,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,206,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
62,209,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,210,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125
62,213,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,214,2.125,2.125,2.125,2.125,2.125,2.125,2.125,2.125
62,216,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
62,217,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,218,1.625,1.625,1.625,1.625,1.625,1.625,1.625,1.625
62,224,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
62,225,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,226,3.375,3.375,3.375,3.375,3.375,3.375,3.375,3.375
62,233,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,238,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
62,239,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,246,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,248,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
62,254,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,262,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,268,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,271,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
62,276,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,278,0,0,0,0,0,0,0,0
62,279,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,281,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,282,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,283,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
62,284,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,287,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
62,288,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,289,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
62,291,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
62,294,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
62,296,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
63,2,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
63,19,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
63,23,37.39386975,39.84300763,64.48416749,46.98023416,54.83279594,55.93368342,53.21265116,52.82660425
63,27,0.947018915,1.949667366,1.891600584,2.189881454,2.243642324,2.002649291,2.191030363,2.436932593
63,30,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
63,47,8.352543059,7.006753615,10.73033414,10.90633101,9.98975736,9.028756797,7.971583111,9.332598566
63,48,7.28662884,6.358619245,10.17605225,10.4747949,9.884155847,8.280697824,7.247643567,8.037924528
63,49,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
63,53,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
63,54,3.474123762,3.568090285,5.764699052,4.932524148,4.423589434,3.985828168,3.536982187,3.736075913
63,56,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
63,63,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
63,73,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
63,83,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
63,87,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
63,88,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
63,92,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
63,97,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
63,99,3.182123885,2.927616983,3.385503952,3.601092229,3.553524076,2.984697983,2.700852687,2.640227158
63,100,0,0,0,0,0,0,0,0
63,107,1.375,1.375,1.375,1.375,1.375,1.375,1.375,1.375
63,111,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,113,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
63,119,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
63,124,67.99745066,54.76114684,115.6267226,108.3482755,103.3760938,80.97509898,96.12520543,79.386577
63,126,7.710915703,7.103142101,9.496875647,25.9343606,11.52683306,10.71067615,10.97318218,10.87735969
63,128,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,135,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
63,136,2.415803108,1.977344877,3.182299231,2.976322036,3.240999458,2.629342797,2.853960584,2.655711327
63,138,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
63,154,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,160,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
63,168,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
63,169,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
63,178,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
63,186,12.48836966,16.06846165,24.68093382,33.96015746,26.10679268,16.71967551,16.81122693,19.4013143
63,188,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
63,189,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
63,200,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
63,207,1,1,1,1,1,1,1,1
63,213,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
63,214,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
63,218,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
63,227,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
63,228,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
63,234,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
63,237,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
63,239,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
63,240,1,1,1,1,1,1,1,1
63,268,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
63,278,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
63,279,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
63,284,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
63,290,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
64,4,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
64,16,4.274718962,4.420881693,4.851900551,4.304666601,4.491639921,3.894383319,4.889188481,4.314340595
64,17,44.14889155,41.84187051,64.16826234,67.84175929,57.28821402,48.77720593,46.86869576,56.14853049
64,20,0,0,0,0,0,0,0,0
64,21,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
64,23,27.15683231,36.71987431,61.38628253,57.72834876,52.89283943,40.84853087,39.18725503,44.64714309
64,55,3,3,3,3,3,3,3,3
64,63,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
64,103,4.317515098,3.244926078,5.333647782,4.688575809,7.36021662,3.997512607,6.728156856,5.679705573
64,150,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
64,193,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
64,238,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
65,126,6.461524903,4.612273109,5.374601136,4.273583489,5.46276212,4.376117257,4.44992821,4.534969952
66,124,6.272704408,5.4503833,6.556343324,6.463063703,6.086240371,6.022823322,5.967745364,5.488888015
66,126,3.444295012,2.692873889,3.266952833,2.090655699,2.579208724,2.602539035,3.605401357,2.418885639
